time_from_start,panda_joint1_pos,panda_joint1_vel,panda_joint2_pos,panda_joint2_vel,panda_joint3_pos,panda_joint3_vel,panda_joint4_pos,panda_joint4_vel,panda_joint5_pos,panda_joint5_vel,panda_joint6_pos,panda_joint6_vel,panda_joint7_pos,panda_joint7_vel,eef_pos_x,eef_pos_y,eef_pos_z,eef_orient_x,eef_orient_y,eef_orient_z,eef_orient_w
0.334,0.000140252,0.000700497,-0.786659,-0.0110225,4.43514e-05,-0.00354402,-2.35493,-0.0171414,1.56622e-05,-0.00420032,1.57599,0.00675347,0.785363,0.00114209,0.307148,5.56429e-05,0.591728,-0.92391,0.382591,-0.00356349,0.00147047
0.369,0.000140252,0.000700497,-0.786659,-0.0110225,4.43514e-05,-0.00354402,-2.35493,-0.0171414,1.56622e-05,-0.00420032,1.57599,0.00675347,0.785363,0.00114209,0.307149,6.24916e-05,0.591724,-0.923912,0.382585,-0.00356834,0.00146982
0.4,0.000169511,-0.00450776,-0.786667,-0.00980273,3.54222e-05,-0.000856208,-2.35493,-0.011246,1.59186e-05,0.00106377,1.57599,0.0124929,0.785361,0.00150086,0.307149,6.24916e-05,0.591724,-0.923912,0.382585,-0.00356834,0.00146982
0.433,0.000128963,0.00413894,-0.786657,0.000678466,3.51659e-05,-0.000715685,-2.35492,0.00953818,1.38273e-05,0.00500666,1.57597,-0.0102567,0.78536,-0.00191482,0.307147,6.79326e-05,0.591727,-0.923917,0.382573,-0.00356826,0.00147339
0.466,0.000150727,0.0038447,-0.786658,0.00134588,3.79469e-05,-0.00686547,-2.35493,0.00400882,1.03401e-05,-0.00582247,1.57598,-0.00973235,0.785361,-0.00130498,0.307148,5.51535e-05,0.591728,-0.923909,0.382592,-0.00356355,0.00147032
0.5,0.000150928,0.00393825,-0.786658,0.00134832,3.71996e-05,-0.00689961,-2.35493,0.00400831,9.95479e-06,-0.00575681,1.57598,-0.00973669,0.785361,-0.00131444,0.307149,6.25793e-05,0.591725,-0.923914,0.382581,-0.00356522,0.00146811
0.533,0.000140257,0.00070156,-0.786659,-0.0110226,4.43467e-05,-0.0035418,-2.35493,-0.0171414,1.5668e-05,-0.00420011,1.57599,0.00675346,0.785363,0.00114202,0.307149,6.23011e-05,0.591725,-0.923914,0.382582,-0.00356518,0.00146817
0.566,0.000140382,0.000714678,-0.786659,-0.0110224,4.35685e-05,-0.00352505,-2.35493,-0.0171407,1.5612e-05,-0.00418662,1.57599,0.0067528,0.785363,0.00114066,0.307149,6.24917e-05,0.591724,-0.923912,0.382585,-0.00356834,0.00146983
0.6,0.000144411,0.00541057,-0.786648,0.00794309,4.68298e-05,-0.00117026,-2.35492,0.00690273,1.90959e-05,-0.000278738,1.57599,-0.00322541,0.785362,-0.000508746,0.307149,6.22128e-05,0.591724,-0.923912,0.382585,-0.00356823,0.00147005
0.633,0.000178679,-0.00360917,-0.786656,0.00242015,4.81342e-05,-0.00167934,-2.35492,-0.00444207,1.94215e-05,-0.00747776,1.57599,0.00785094,0.785362,0.00385622,0.307152,6.5127e-05,0.591728,-0.923914,0.382582,-0.00356768,0.00147047
0.666,0.000178788,-0.00345318,-0.786656,0.00242714,4.7482e-05,-0.00176252,-2.35492,-0.0044428,1.87623e-05,-0.00738107,1.57599,0.00785327,0.785363,0.00383468,0.30715,7.62086e-05,0.591728,-0.92392,0.382566,-0.00356973,0.00147107
0.7,0.000178666,-0.00361336,-0.786656,0.00241948,4.86295e-05,-0.00169042,-2.35492,-0.00444263,1.94509e-05,-0.00748353,1.57599,0.0078509,0.785362,0.00385652,0.30715,7.59108e-05,0.591728,-0.92392,0.382566,-0.00356977,0.00147098
0.733,0.000150878,-0.00545775,-0.786659,0.00848884,4.81463e-05,0.0145333,-2.35492,0.0124178,2.63716e-05,0.011285,1.57598,-0.00397922,0.785359,-0.00231316,0.30715,7.64059e-05,0.591728,-0.92392,0.382566,-0.0035698,0.00147092
0.766,0.000169359,-0.00451529,-0.786667,-0.00980306,3.61429e-05,-0.000879165,-2.35493,-0.0112466,1.59437e-05,0.00105406,1.57599,0.0124928,0.785361,0.00150193,0.307149,6.84147e-05,0.59173,-0.923916,0.382577,-0.00356796,0.00147403
0.8,0.000129121,0.00401652,-0.786657,0.000655458,3.54755e-05,-0.000906791,-2.35492,0.00952463,1.47485e-05,0.00493001,1.57597,-0.0102516,0.785359,-0.0018586,0.307147,6.81771e-05,0.591727,-0.923917,0.382573,-0.00356836,0.00147317
0.833,0.000150979,0.00411716,-0.786658,0.00133844,3.7508e-05,-0.00699737,-2.35493,0.00400349,9.43295e-06,-0.00577957,1.57598,-0.00972585,0.785361,-0.00134314,0.307148,5.54241e-05,0.591728,-0.92391,0.382591,-0.00356341,0.00147064
0.866,0.000140301,0.000702875,-0.786659,-0.0110225,4.4168e-05,-0.00353363,-2.35493,-0.0171413,1.56769e-05,-0.00419876,1.57599,0.00675358,0.785363,0.00114196,0.307149,6.23844e-05,0.591725,-0.923914,0.382582,-0.00356532,0.00146783
0.901,0.000140462,0.000810253,-0.786659,-0.0110165,4.32272e-05,-0.00357704,-2.35493,-0.0171409,1.5164e-05,-0.0041158,1.57599,0.00675021,0.785363,0.00112885,0.307149,6.24348e-05,0.591724,-0.923912,0.382585,-0.00356831,0.00146989
0.933,0.0001445,0.00441306,-0.786648,0.0079092,4.71733e-05,-0.000426066,-2.35492,0.00687997,1.96457e-05,0.000290459,1.57599,-0.00313468,0.785361,-0.00103441,0.307149,6.20532e-05,0.591724,-0.923912,0.382585,-0.00356828,0.00146996
0.966,0.000144602,0.00442932,-0.786648,0.00790931,4.63175e-05,-0.00041037,-2.35492,0.00688013,1.95715e-05,0.00030562,1.57599,-0.00313519,0.785361,-0.00103588,0.307152,6.53504e-05,0.591728,-0.923914,0.382581,-0.00356767,0.00147063
1,0.000150758,-0.00552505,-0.786659,0.00848957,4.9539e-05,0.0145341,-2.35492,0.0124176,2.66773e-05,0.0112413,1.57598,-0.00397721,0.785359,-0.00230655,0.307152,6.50314e-05,0.591728,-0.923914,0.382582,-0.00356755,0.00147087
1.033,0.000169483,-0.0045084,-0.786667,-0.00980264,3.54362e-05,-0.000859009,-2.35493,-0.0112459,1.59112e-05,0.00106351,1.57599,0.0124929,0.785361,0.00150097,0.307149,6.89676e-05,0.59173,-0.923916,0.382576,-0.00356811,0.00147372
1.066,0.00016964,-0.00429494,-0.786667,-0.00980022,3.49909e-05,-0.000980386,-2.35493,-0.0112472,1.50929e-05,0.00115721,1.57599,0.012501,0.785361,0.00146549,0.307147,6.79288e-05,0.591727,-0.923917,0.382573,-0.00356826,0.00147338
1.1,0.000150697,0.00384352,-0.786658,0.00134564,3.82044e-05,-0.00687022,-2.35493,0.00400856,1.03588e-05,-0.00582528,1.57598,-0.00973221,0.785361,-0.00130487,0.307147,6.7712e-05,0.591727,-0.923917,0.382574,-0.00356836,0.00147315
1.133,0.000150899,0.0038816,-0.786658,0.00134739,3.73981e-05,-0.00687363,-2.35493,0.00400937,1.02092e-05,-0.00579703,1.57598,-0.00973299,0.785361,-0.00130912,0.307149,6.26752e-05,0.591725,-0.923914,0.382581,-0.00356525,0.00146804
1.166,0.000140243,0.000700537,-0.786659,-0.0110226,4.45653e-05,-0.00355011,-2.35493,-0.0171415,1.5671e-05,-0.00420098,1.57599,0.00675337,0.785363,0.0011421,0.307149,6.23988e-05,0.591725,-0.923914,0.382582,-0.00356516,0.00146823
1.2,0.000144589,0.00442849,-0.786648,0.00790936,4.63763e-05,-0.000413798,-2.35492,0.00688019,1.95706e-05,0.000305366,1.57599,-0.00313517,0.785361,-0.00103582,0.307149,6.25753e-05,0.591724,-0.923912,0.382585,-0.00356837,0.00146976
1.233,0.000144629,0.00468852,-0.786648,0.0078928,4.63826e-05,-0.000479811,-2.35492,0.00685818,1.85282e-05,0.000260818,1.57599,-0.00311769,0.785362,-0.00106285,0.307152,6.50509e-05,0.591728,-0.923914,0.382582,-0.00356756,0.00147085
1.266,0.000178671,-0.00361226,-0.786656,0.00241953,4.83878e-05,-0.00168205,-2.35492,-0.00444246,1.94469e-05,-0.00748166,1.57599,0.00785101,0.785362,0.00385649,0.307152,6.49546e-05,0.591728,-0.923914,0.382582,-0.00356775,0.00147036
1.3,0.000140452,0.000810147,-0.786659,-0.0110165,4.31895e-05,-0.00357661,-2.35493,-0.0171409,1.5157e-05,-0.00411569,1.57599,0.0067502,0.785363,0.00112885,0.30715,7.63102e-05,0.591728,-0.92392,0.382566,-0.00356976,0.001471
1.333,0.000178665,-0.003614,-0.786656,0.00241957,4.86107e-05,-0.00169211,-2.35492,-0.00444258,1.94405e-05,-0.00748364,1.57599,0.0078509,0.785362,0.00385655,0.307149,6.20343e-05,0.591724,-0.923912,0.382585,-0.00356827,0.00146996
1.366,0.000178665,-0.003614,-0.786656,0.00241957,4.86107e-05,-0.00169211,-2.35492,-0.00444258,1.94405e-05,-0.00748364,1.57599,0.0078509,0.785362,0.00385655,0.30715,7.6397e-05,0.591728,-0.92392,0.382566,-0.0035698,0.00147092
1.4,0.000144594,0.00442954,-0.786648,0.00790931,4.63076e-05,-0.000410013,-2.35492,0.00688012,1.95698e-05,0.000305702,1.57599,-0.00313519,0.785361,-0.00103591,0.30715,7.6397e-05,0.591728,-0.92392,0.382566,-0.0035698,0.00147092
1.433,0.000144636,0.00468944,-0.786648,0.00789273,4.64014e-05,-0.000478296,-2.35492,0.00685816,1.85364e-05,0.000260928,1.57599,-0.00311773,0.785362,-0.00106291,0.307152,6.50248e-05,0.591728,-0.923914,0.382582,-0.00356755,0.00147087
